name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Redeemr,Social Media,250000,closed,United States,3,2011
ReDent Nova,Medical Devices,2700000,operating,Israel,1,2004
Redfern Integrated Optics,Clean Technology,25900000,operating,United States,4,2005
Redfin,Real Estate,96820000,operating,United States,7,2004
Redfin Network,Software,271850,operating,United States,1,2011
Redfish Instruments,Consumer Electronics,0,operating,United States,1,2010
RedFlag Software,Software,225000,operating,United States,1,2011
Redgage,Curated Web,397000,operating,United States,1,2007
"redhotMAYO, Inc",Unknown,30000,operating,United States,1,2007
Redicam,Security,242000,operating,France,1,2006
ReDigi,Enterprise Software,2273000,operating,United States,3,2009
Redis Labs,IaaS,13000000,operating,United States,2,2011
RedKite Financial Markets,Finance,1140575,acquired,United Kingdom,2,2009
Redline Trading Solutions,Software,12453432,operating,United States,2,2008
RedMart,Consumers,28400000,operating,Singapore,5,2011
Redmere Technology,Semiconductors,26100000,operating,Ireland,3,2004
RedMica,Big Data Analytics,100000,operating,United States,1,2012
RedOak Logic,Biotechnology,250000,operating,United States,1,2009
RedOwl Analytics,Analytics,7450000,operating,United States,3,2011
RedPath Integrated Pathology,Health and Wellness,2800718,acquired,United States,3,2004
RedPoint Global,Marketing Automation,11649999,operating,United States,2,2006
REDPoint International,Biotechnology,50000,operating,United States,1,2008
RedPrairie Holding,Software,127120835,operating,United States,4,2005
RedRover,Curated Web,753206,operating,United States,2,2011
Reds10,Consulting,1212201,operating,United Kingdom,1,2006
RedShelf,Web Development,0,operating,United States,2,2011
RedShift Systems,Hardware + Software,18155188,operating,United States,4,2005
Redstone Logistics,Logistics,0,operating,United States,1,2012
Reduce Data,Advertising Platforms,500000,operating,United States,1,2012
Redux,Games,8110454,acquired,United States,5,2007
Redux Technologies,Finance,22740,operating,United States,1,2001
Reduxio,Web Hosting,26900000,operating,Israel,3,2012
RedVision System,Analytics,11800000,operating,United States,3,2001
REDWAVE ENERGY,Clean Technology,4000000,operating,United States,3,2011
Redwood Bioscience,Biotechnology,11898299,operating,United States,5,2008
Redwood Systems,Clean Technology,42250000,acquired,United States,5,2008
Reebee,E-Commerce,0,operating,Canada,2,2012
Reebonz,Manufacturing,64000000,operating,Singapore,3,2009
Reedsy,News,40860,operating,United Kingdom,1,2014
ReefEdge,Web Hosting,15000000,operating,United States,1,2000
Reeher,Software,602917,operating,United States,1,2002
REEL Qualified,Enterprise Software,25000,operating,United States,1,2013
"ReelDx, Inc.",Health Care,1040000,operating,United States,2,2012
ReelGenie,Video,961000,operating,United States,2,2012
Reelhouse,Film,0,operating,Canada,1,2011
Reelio,Curated Web,2049999,operating,United States,2,2012
Reelmotionmedia.com,Advertising,0,operating,United States,1,2009
ReelSurfer,Photography,880000,operating,United States,1,2008
Reesio,Home & Garden,1301000,operating,United States,2,2012
Reevoo,Software,5000000,operating,United Kingdom,2,2005
Refer.com,Professional Services,0,operating,United States,1,2013
Referanza,Brand Marketing,123303,operating,Sweden,2,2014
Referly,Social Network Media,1300000,operating,United States,2,2012
ReferralMD,Health Care,420000,operating,United States,2,2011
Referron,Sales and Marketing,360000,operating,Australia,2,2012
ReferStar,Social Recruiting,1625000,operating,Ireland,1,2012
RefferedAgent.com,Real Estate,275000,closed,United States,1,2002
Refinder by Gnowsis,Information Services,50576,operating,Austria,1,2009
Refined Investment Technologies,Personal Finance,855924,operating,Germany,3,2010
Refined Labs,Advertising,0,operating,Germany,1,2007
Refinery29,Fashion,30400000,operating,United States,4,2004
Reflect Systems,Enterprises,9000000,operating,United States,1,2001
Reflex,Software,375000,operating,United States,1,2011
Reflex Systems,Virtualization,18500000,operating,United States,2,2008
Reflexion Health,Health and Wellness,11750000,operating,United States,2,2012
Reflexion Network Solutions,Security,2750000,operating,United States,1,2001
Reflexis Systems,Retail,72700000,operating,United States,4,2001
ReflexPhotonics,Semiconductors,5000000,operating,United States,2,2002
ReFlow Medical,Biotechnology,1399997,operating,United States,2,2011
ReformTech Sweden AB,Automotive,2000000,operating,Sweden,1,2008
Reframe It,Curated Web,3181000,operating,United States,3,2007
Reframed.tv,Analytics,201777,operating,United Kingdom,2,2013
Refrek Inc,Software,125000,operating,United States,1,2011
Refresh Body,Health and Wellness,50000,operating,United States,1,2006
Refresh.io,Software,10000000,operating,United States,1,2011
Refulgent Software,Software,0,operating,United States,1,2010
Regaalo,E-Commerce,125000,operating,United States,1,2011
Regado Biosciences,Health Care,177000000,operating,United States,5,2001
RegainGo,Software,78600,operating,United States,3,2011
Regalamos,Curated Web,0,operating,Spain,1,2013
RegalBox,E-Commerce,40000,operating,Chile,1,2010
Regalii,Mobile Payments,65000,operating,United States,5,2012
RegaloCard,Curated Web,7819999,operating,United States,3,2007
ReGear Life Sciences,Hardware + Software,1825000,operating,United States,4,2006
Regen,Clean Technology,1602500,closed,United States,1,2008
REGEN Energy,Clean Technology,24982000,operating,Canada,5,2005
Regenerative Medical Solutions,Biotechnology,1445000,operating,United States,2,2010
Regenesance,Biotechnology,0,operating,Netherlands,1,2009
ReGenX Biosciences,Biotechnology,7891875,operating,United States,1,2009
REGiMMUNE Corporation,Biotechnology,21000000,operating,Japan,4,2006
Regional Diagnostic Laboratories,Health Care,4537001,operating,United States,1,2012
Regional Event Marketing Partnership,Public Relations,0,operating,United States,1,2014
Register My Info®,Enterprise Software,250000,operating,United States,1,2012
registracija vozila,Internet,3235500,operating,Serbia,1,2009
regrob.com,Real Estate,2000,operating,India,1,2008
Regroup Therapy,Health and Wellness,392500,operating,United States,2,2011
RegulatoryBinder,Software,20000,operating,United States,1,2012
Regulus Therapeutics,Health Care,34999992,operating,United States,2,2007
Rehab Loan Group,Finance,190000,operating,United States,1,2013
Rehabtics,Health Care,100000,operating,United States,1,2012
REHAPP,Health and Wellness,40000,operating,Chile,1,2012
Rei-Frontier,Advertising,37397,operating,Japan,1,2008
Reify Health,Mobile,350000,operating,United States,2,2010
Reimage,Software,0,operating,Cyprus,1,2007
ReInnervate,Biotechnology,4734165,acquired,United Kingdom,2,2002
Reko Global Water,Clean Technology,40000,operating,Peru,1,2009
Rekoo,Games,3000000,operating,China,3,2008
Relaborate,Internet,566319,operating,United States,1,2011
Related Content Database (RCDb),Advertising,10000000,operating,United States,1,2006
RelateIQ,Enterprise Software,69000000,acquired,United States,4,2011
Relatient,Health and Wellness,0,operating,United States,1,2010
Relationship Analytics,Analytics,125000,closed,United States,2,2012
Relationship Science,Hospitality,90000000,operating,United States,2,2010
Relative.ai,Analytics,0,operating,United Kingdom,1,2012
Relavance Software,Software,0,operating,Switzerland,1,2012
Relay Foods,E-Commerce,14308892,operating,United States,4,2007
Relay Network,Startups,6000000,operating,United States,2,2010
RelayFoods,E-Commerce,1300000,operating,United States,1,2009
Relayr,Hardware + Software,2799000,operating,Germany,4,2013
RelayRides,Transportation,62500000,operating,United States,11,2008
Relayware,Software,5303380,operating,United States,1,2007
Relcy,Apps,9000000,operating,United States,1,2013
"RELDATA, Inc.",Enterprise Software,4000000,acquired,United States,1,2005
Relead,Analytics,0,closed,United States,1,2011
Relevance Media,Enterprise Software,500000,operating,United States,3,2010
"Relevance, Inc.",Software,149074,operating,United States,1,2003
Relevant e-solution,Online Shopping,1000000,operating,India,1,2012
Relevant Media,News,2623000,operating,Russian Federation,1,2010
Relevare Pharmaceuticals,Biotechnology,750000,operating,Australia,1,2003
Relevvant,SaaS,0,operating,United States,1,2011
Reliable Tire Disposal,Manufacturing,0,operating,United States,1,2011
Reliance Jio Infocomm Ltd.,Development Platforms,2250000000,operating,India,2,2007
Reliant Technologies,Biotechnology,15000000,acquired,United States,1,2001
ReliantHeart,Medical Devices,10800000,operating,United States,1,2013
Relievant Medsystems,Biotechnology,50000000,operating,United States,2,2004
Relify,Software,0,operating,United States,1,2012
RelinkLabs,Data Visualization,1140000,operating,Norway,3,2013
ReliSen,Medical,0,operating,United States,1,2008
Relmada Therapeutics,Biotechnology,26231110,operating,United States,4,2007
Relox Medical,Biotechnology,700000,operating,United States,1,2008
Relypsa,Health Care,357129887,operating,United States,8,2007
Remark,Product Development Services,100000,operating,United States,2,2012
Remark Media,Public Relations,6051497,operating,United States,3,2007
Remediation of Nevada,Manufacturing,400000,operating,United States,1,2010
Remedify,Hardware + Software,210000,operating,United States,1,2012
Remedy Partners,Health and Wellness,36150000,operating,United States,2,2011
Remedy Pharmaceuticals,Biotechnology,6300755,operating,United States,4,2004
Remedy Systems,Finance,0,acquired,United States,1,2009
Remerge,Mobile,1000000,operating,Germany,1,2014
Remicalm,Health and Wellness,500000,operating,United States,1,2006
Remind,All Students,59500000,operating,United States,4,2011
RemitDATA,Analytics,5500000,operating,United States,2,2001
Remitly,Mobile Payments,10500000,operating,United States,5,2011
RemitPro,Software,2500000,operating,United States,1,2001
"Remixation, Inc.",Web Tools,5580000,operating,United States,2,2006
remocean,Unknown,1254600,operating,Italy,1,2010
Remoov,Home Renovation,100000,operating,United States,2,2013
Remotemedical,Biotechnology,8000000,operating,United States,1,2003
Remotium,Mobility,1000000,operating,United States,1,2012
REMOTV,Social Media,2700000,closed,United States,3,2007
RenéSim,Fashion,0,operating,United Kingdom,2,2010
Rendeevoo,Entertainment,57620,operating,United Kingdom,1,2012
Renegade Games,Games,0,closed,United Kingdom,1,2009
ReNew Power,Clean Technology,275000000,operating,India,2,2011
Renewable Funding,Clean Technology,32200000,operating,United States,2,2008
Renewal Technologies,Manufacturing,650000,operating,United States,1,2010
Renmatix,Clean Technology,75000000,operating,United States,2,2003
Rennovia,Biotechnology,78537524,operating,United States,5,2009
Renova Therapeutics,Biotechnology,7520000,operating,United States,1,2009
Renovagen,Solar,435502,operating,United Kingdom,1,2012
Renovatio IT Solutions,Apps,30000,operating,ROM,1,2012
Renovation Authorities of Indianapolis,Real Estate,0,operating,United States,1,2012
Renovis Surgical Technologies,Hardware,6195600,operating,United States,3,2009
RenovoRx,Health Care,1810000,operating,United States,2,2009
Renren Inc.,Technology,478000000,operating,China,2,2002
Renren Kuaidi,Unknown,15000000,operating,China,1,2011
Renrendai,Finance,133205128,operating,China,2,2010
Rent frock Repeat,Retail,1150000,operating,Canada,1,2010
Rent Jungle,Real Estate,372000,operating,United States,2,2009
Rent My Items,Finance,41069,operating,United Kingdom,1,2011
Rent The Dress,Fashion,30000,operating,United States,1,2011
Rent the Runway,E-Commerce,54400000,operating,United States,3,2009
Rent.com,Curated Web,17000000,acquired,United States,2,2000
Rentabilities,Real Estate,50000,operating,United States,1,2007
Rentables®,Curated Web,40000,operating,United States,1,2012
Rental Kharma,Personal Finance,15000,operating,United States,1,2011
Rentalroost.com,Big Data,250000,operating,United States,1,2012
Rentalutions,SaaS,287500,operating,United States,2,2012
Rentamus,Real Estate,385980,operating,Spain,1,2009
RentBits,Online Rental,574998,operating,United States,1,2006
RentBureau,Software,0,acquired,United States,1,2006
Rentelligence,Real Estate,62500,closed,United States,1,2011
RentFeeder,Real Estate,250000,operating,United States,1,2013
Renthackr,Marketplaces,40000,operating,United States,1,2011
Rentify,Software,8565083,operating,United Kingdom,3,2011
RENTISH,Real Estate,15000,operating,United States,1,2013
RentJiffy,Real Estate,0,operating,United States,1,2009
RentJuice,Real Estate,6923782,acquired,United States,2,2008
Rentlord,Curated Web,0,operating,United States,2,2008
Rentlytics,B2B,5000000,operating,United States,2,2013
RentMatch,Real Estate,0,operating,United States,1,2011
Rentmetrics,Real Estate,0,operating,United States,1,2012
RentMineOnline,Sales and Marketing,68525,acquired,United States,2,2007
RentMonitor,Real Estate,0,operating,United States,1,2010
RentMYinstrument.com,E-Commerce,0,operating,United States,1,2010
Rentobo,Venture Capital,0,operating,United States,1,2011
RentPost,Property Management,25000,operating,United States,1,2009
RentShare,Curated Web,305000,operating,United States,1,2010
RentStuff.com,Curated Web,675000,acquired,United States,2,2010
RentWiki,Real Estate,3730000,operating,United States,2,2008
Renuvix,Manufacturing,250000,operating,United States,1,2013
Reonomy,Analytics,4850000,operating,United States,2,2013
Reorg Research,Market Research,1254544,operating,United States,1,2012
Repair Report,Curated Web,20000,operating,United States,1,2012
Repairogen,Cosmetic Surgery,115119,operating,United States,1,2012
RepairPal,Curated Web,21300000,operating,United States,6,2007
Repairy,Unknown,0,operating,United Kingdom,1,2012
Replay Solutions,Software,15200000,operating,United States,2,2004
Replay Technologies,Software,9000000,operating,United States,2,2011
Replenish,Biotechnology,10249632,operating,United States,1,2007
Replica Labs,3D Technology,0,operating,Colombia,1,2013
Replise,Information Technology,0,operating,Hungary,1,2010
Reply! Inc.,Advertising,84590402,operating,United States,7,2001
ReplyAll,Unknown,100000,operating,Israel,1,2012
ReplyBuy,App Marketing,940000,operating,United States,2,2011
ReplySend,Email,118000,operating,United States,1,2011
REPP,Identity,1384222,operating,United States,7,2012
Reppify,Social Media,250000,operating,United States,1,2009
